"","01T6","02T6","06T6","08T6","15T6","16T6","21T6","25T6","28T6","29T6","35T6","43T6","48T6","51T6","55T6","59T6","60T6","61T6","63T6","67T6","75T6","76T6"
"dbE|jgi|NeoGfMa1|720212|fgenesh2_kg.27___423___TRINITY_DN11735_c1_g1_i1",14.7295957588899,14.2287885330146,13.8698072485897,14.0262763399807,15.7316677958246,13.8079391796207,15.1802780072179,14.2483893823506,15.1624549274861,14.2121645485596,13.7017185301103,15.1136073324236,14.091689125986,14.5748222116014,13.7795021522144,12.5728659658755,14.9130978021837,14.5120831450427,13.8524112548915,14.1360879182081,13.8805732861871,14.2374099932168
"dbE|jgi|NeoGfMa1|735984|fgenesh2_kg.95___3___TRINITY_DN11744_c0_g1_i1",15.0663290671461,15.3552674511951,14.8804283781083,14.8343306966798,15.8239971304356,13.9072222673856,14.2668939892977,15.3142720605705,15.3750349133225,16.6111125116044,14.9278161479667,16.2260501301896,15.0789824613835,15.8192836621938,15.6131822531621,14.8798534041613,15.1387349411617,15.839647592593,15.4957056123294,14.3124430731708,15.729473041357,15.8236384854812
"dbE|jgi|NeoGfMa1|738526|fgenesh2_kg.128___13___TRINITY_DN11182_c5_g1_i1",15.4741227476722,15.4960277504453,15.7331977220493,15.8664734300683,16.004166009962,15.3841230142051,14.8874423945941,13.9806569943432,14.9390310169872,15.9741183464043,15.6949398156386,15.098689458085,15.2051559764233,15.6321444149046,16.1939394884851,15.2291162271803,14.8870228397693,15.6925523128514,15.8170065029244,15.281559603601,15.6660610537777,14.850598391797
"dbE|jgi|Neolan1|1759575|fgenesh2_kg.713___3___TRINITY_DN161_c1_g1_i2",14.3889025914535,14.8381051764578,14.3633158748061,13.9242435568172,13.956180208436,13.6529466270681,15.4988674431882,14.548413426105,15.9472851636709,14.5334756063606,14.2201801417052,15.9196479840877,14.6968657937833,14.6783481382571,14.0962081169836,14.0095148010781,15.975733268465,14.481005530785,14.40497544281,14.7382846037751,14.5821816531065,14.6796195855986
"dbE|jgi|NeoWI3_1|760635|estExt_Genemark4.C_27_t10135",18.0479944306653,16.4542618500129,16.1080225657185,14.7574369482956,15.7354642472575,14.7971215916652,14.4243710699348,16.4801381104673,14.9936309458512,17.5152970639198,16.7510748638346,15.8395996180701,15.9476061744679,16.9722192083559,16.8159978580206,16.6229422123553,17.0598498446172,17.1047725002422,17.8799370761485,16.3864155485987,16.847001557598,16.0357659562511
"dbE|jgi|Orpsp1_1|1181802|evm.model.c7180000078699.1",15.1752287380574,14.2568737816541,13.7400824754928,14.3052318462927,15.9020129950863,14.7435347781322,14.893797030289,13.8300397080523,14.8914706086379,12.7739823497314,13.8803782439836,15.2213312189616,14.3495498707902,14.7154510199106,14.0096316323841,14.3308133281338,15.2295138207122,15.6860546498229,14.4426411195589,14.3052003083214,14.2603936065625,14.5264017101701
"dbE|jgi|Pecora1|15288|allA15929",15.8232672073357,15.3012377974989,15.5036884054669,15.6243069685195,14.9962070231615,16.1430824033422,14.9228362224052,15.3735563548176,14.7908913080527,15.5632978762967,15.4987657119969,14.8781205574689,15.259078672563,15.5800961183671,15.734706167996,15.5490825070392,14.7654464433649,15.7958331144048,15.4781553575893,15.2094883310562,15.4778607340236,15.8219168628798
"dbE|jgi|Pecora1|1546|allA01522",16.3827152427513,14.3280153948076,16.6035645233932,16.3466063440651,16.3037411183837,16.2916462793116,15.7207720049888,16.1132644545607,15.9202368350069,16.2450257494963,14.525088929484,15.8983918467652,16.0818445695443,16.1427728718481,17.8221608223797,16.2506099573244,16.0987791230705,15.6968269705372,15.1095965454392,15.9330091935803,17.6088398641292,14.8677340675935
"dbE|jgi|Pecora1|2080|allA02060",14.7124362593681,15.467551352235,15.3081365368203,15.0390612126622,14.7652975727242,15.1161787065349,15.0088866431794,15.4007848064315,15.0803553100606,15.1231477864071,15.1224258634612,15.0696409311592,15.6573589168691,15.0038505627173,15.1499159622031,14.9482914381717,15.2174122000837,14.5868198426552,15.0699313861403,15.6625514909303,15.5442431428256,15.2595693190293
"dbE|jgi|Pecora1|5410|allA05490",17.1914770165266,14.7947294885078,15.037461571982,15.1220841176511,16.3215591735638,16.6936500592578,13.6342623296552,14.811553022756,14.5800842719305,14.6557406502297,14.8698107623058,15.6444537549635,14.9041019949117,15.7987293030058,14.9842402222563,15.1177213239793,15.5260515990554,16.2588504654315,14.9460914914285,15.0004845362817,15.2158562098264,15.9826916718542
"dbE|jgi|Pecora1|7216|allA07356",15.0146268904956,15.4812341413095,15.6713252744929,15.3287204180602,14.9919503386053,15.1378906243866,14.9934609704746,15.3076945750443,15.0815436966019,15.2577289639877,15.3026711170771,14.9730890154496,15.3912197742781,14.9414442514061,15.4163747882697,14.8117976072251,15.0343203838914,14.6723572177818,15.1012808041793,15.3427217194817,15.505591916263,15.1578566220032
"dbE|jgi|PirE2_1|20237|estExt_Genemark1.C_740010",15.0422997967681,14.5956747739796,14.7106710754389,15.0345408374369,14.1165330423738,14.2907570396042,14.7258698202832,14.8076404844924,14.8305017882496,15.6468271732319,14.6475369380611,14.9260086933622,14.3717215619579,14.8023544845697,14.9220263064624,14.2839627457313,14.7637134010982,14.5281979855621,14.8028178800237,14.9475037462987,14.9535444197177,14.8124622774812
"dbE|jgi|PirE2_1|29375|gw1.1384.4.1",15.523248043604,14.547551592799,14.6692275356343,15.1458936610327,15.1998023159593,15.1293969057612,14.9337645609934,15.026672618978,14.5582333704976,15.3980555636572,15.1487613862354,15.0749597796919,14.8906807249621,15.473629537041,15.2398724789301,15.1008658706002,14.6601384169156,15.6602904272873,15.565501992159,15.4200821221894,15.0345074281331,14.969086451579
"dbE|jgi|PirE2_1|39550|e_gw1.32.4.1",14.9036816440437,15.5732708035237,15.1430800947789,15.2349631194839,15.0492095829996,14.6763976990777,14.736171378113,15.2527153769298,14.7271994318715,15.7449989587323,14.7550464812732,14.7826697240126,15.3087221468932,14.9187942620201,15.2128190572587,15.2932077695128,14.6830751047867,15.0100974725006,15.5420699169995,14.9490031098815,15.4827044453846,14.9636060604991
"dbE|jgi|Pirfi3|340536|estExt_Genewise1Plus.C_1_t10236",15.0441799136779,15.4972506046722,15.2088571804792,15.4524932065109,15.0740823979604,14.9402650176525,15.1593703488711,14.5662247245801,15.276057394493,16.0012660367658,15.5255995589935,15.262441377074,15.3276680525379,15.0984549812039,15.1754971143511,15.1813069013718,14.8712319403542,14.8950500124242,15.5924429043529,15.2000471995015,15.5873105484824,15.0387181408851
"dbE|jgi|Pirfi3|586559|fgenesh2_kg.51_#_33_#_Locus1005v1rpkm38.68",16.1881042430692,15.1024533832083,15.28301603889,15.2466956589053,14.8503933393342,16.4470926008923,16.0027142504285,15.0993174121391,15.6633337733824,15.2969236274717,15.2808511620504,15.7534657151775,15.4754488314847,15.7835999350941,15.05901699366,14.8842070797531,16.0780422423122,15.172562267487,14.8888328540054,15.8562802029824,15.8982092184452,16.2731736729345
"dbE|jgi|Piromy_p0_1|305191|e_gw1.12.171.1",19.282826244794,17.7666385103086,17.938145369212,15.1249048270354,17.64787505623,17.5657789403576,15.6566926511935,18.1147304971693,16.675720858114,19.3617474276968,18.6493107915958,15.733347399137,14.9874235377732,18.3286429375219,18.1794248789539,17.6825947489246,16.3827944031048,17.9363204039556,19.5711292804503,18.6308912689075,17.5915404063267,16.0978338677438
"dbE|jgi|Piromy_p0_1|388004|fgenesh1_pg.chromosome_7_#_919",14.6496457771219,15.9012437655368,15.1295927088049,14.7828119083498,15.0116833689351,14.590988534969,15.1316102397536,13.870769549346,14.8873089523133,14.4013666485735,14.6658487106609,14.9664922234581,15.3680993472317,14.6213124458998,14.8629827431742,15.0914712452441,14.0045909251938,15.0994858575376,14.7271331969103,15.0690863529944,14.7213215157795,14.4682779686494
