"protein","source","animal","timepoint","intensity","tax_domain","tax_kingdom","tax_phylum","tax_class","tax_order","tax_family","tax_genus","tax_species","KEGG_ko","KEGG_Pathway","EC","PFAMs"
"dbB|NP_001029606.1","D","59","T6",102893.27,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02908","ko03010,map03010",NA,"Ribosomal_L7Ae"
"dbB|NP_001029606.1","D","61","T6",57073.46,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02908","ko03010,map03010",NA,"Ribosomal_L7Ae"
"dbB|NP_001029606.1","D","63","T6",58074.42,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02908","ko03010,map03010",NA,"Ribosomal_L7Ae"
"dbB|NP_001029606.1","D","67","T6",37235.047,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02908","ko03010,map03010",NA,"Ribosomal_L7Ae"
"dbB|NP_001029606.1","D","75","T6",38079.895,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02908","ko03010,map03010",NA,"Ribosomal_L7Ae"
"dbB|NP_001029693.1","D","28","T6",39781.15,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K01462,ko:K07953","ko04141,ko05134,map04141,map05134","3.5.1.88","Arf"
"dbB|NP_001029702.1","D","15","T6",12067.56,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07937,ko:K07939,ko:K07940,ko:K07977","ko04072,ko04144,ko05110,ko05134,map04072,map04144,map05110,map05134",NA,"Arf"
"dbB|NP_001029768.1","D","15","T6",16121.005,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02735","ko03050,map03050","3.4.25.1","Proteasome"
"dbB|NP_001029784.1","D","15","T6",28905.994,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K18977",NA,NA,"Hemopexin"
"dbB|NP_001029784.1","D","61","T6",21793.46,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K18977",NA,NA,"Hemopexin"
"dbB|NP_001029784.1","D","63","T6",17293.93,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K18977",NA,NA,"Hemopexin"
"dbB|NP_001029784.1","D","67","T6",24467.744,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K18977",NA,NA,"Hemopexin"
"dbB|NP_001029784.1","D","76","T6",16686.697,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K18977",NA,NA,"Hemopexin"
"dbB|NP_001029797.1","D","76","T6",60991.973,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02938","ko03010,map03010",NA,"Ribosomal_L2,Ribosomal_L2_C"
"dbB|NP_001029801.1","D","01","T6",14756.533,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K01253,ko:K05361,ko:K10719","ko00480,ko00980,ko00981,ko04216,ko04976,ko05204,map00480,map00980,map00981,map04216,map04976,map05204","1.11.1.12,3.3.2.9","EHN"
"dbB|NP_001029801.1","D","29","T6",21031.66,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K01253,ko:K05361,ko:K10719","ko00480,ko00980,ko00981,ko04216,ko04976,ko05204,map00480,map00980,map00981,map04216,map04976,map05204","1.11.1.12,3.3.2.9","EHN"
"dbB|NP_001029801.1","D","35","T6",15266.628,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K01253,ko:K05361,ko:K10719","ko00480,ko00980,ko00981,ko04216,ko04976,ko05204,map00480,map00980,map00981,map04216,map04976,map05204","1.11.1.12,3.3.2.9","EHN"
"dbB|NP_001029801.1","D","59","T6",45476.906,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K01253,ko:K05361,ko:K10719","ko00480,ko00980,ko00981,ko04216,ko04976,ko05204,map00480,map00980,map00981,map04216,map04976,map05204","1.11.1.12,3.3.2.9","EHN"
"dbB|NP_001029801.1","D","61","T6",17393.996,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K01253,ko:K05361,ko:K10719","ko00480,ko00980,ko00981,ko04216,ko04976,ko05204,map00480,map00980,map00981,map04216,map04976,map05204","1.11.1.12,3.3.2.9","EHN"
"dbB|NP_001029801.1","D","67","T6",30008.121,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K01253,ko:K05361,ko:K10719","ko00480,ko00980,ko00981,ko04216,ko04976,ko05204,map00480,map00980,map00981,map04216,map04976,map05204","1.11.1.12,3.3.2.9","EHN"
"dbB|NP_001029888.1","D","15","T6",34276.69,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02947","ko03010,map03010",NA,"S10_plectin"
"dbB|NP_001029888.1","D","25","T6",9314.345,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02947","ko03010,map03010",NA,"S10_plectin"
"dbB|NP_001029888.1","D","29","T6",13251.157,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02947","ko03010,map03010",NA,"S10_plectin"
"dbB|NP_001029888.1","D","35","T6",21966.846,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02947","ko03010,map03010",NA,"S10_plectin"
"dbB|NP_001029888.1","D","61","T6",21391.338,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02947","ko03010,map03010",NA,"S10_plectin"
"dbB|NP_001029892.1","D","60","T6",43170.426,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K17275,ko:K17276,ko:K17336",NA,NA,"CH,EF-hand_1,EF-hand_5,EF-hand_6,EF-hand_7,EF-hand_8"
"dbB|NP_001029915.1","D","21","T6",50501.72,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07887,ko:K07888,ko:K07889","ko04014,ko04144,ko04145,ko04962,ko05014,ko05146,ko05152,map04014,map04144,map04145,map04962,map05014,map05146,map05152",NA,"Ras"
"dbB|NP_001029915.1","D","28","T6",49443.027,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07887,ko:K07888,ko:K07889","ko04014,ko04144,ko04145,ko04962,ko05014,ko05146,ko05152,map04014,map04144,map04145,map04962,map05014,map05146,map05152",NA,"Ras"
"dbB|NP_001029915.1","D","43","T6",55122.21,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07887,ko:K07888,ko:K07889","ko04014,ko04144,ko04145,ko04962,ko05014,ko05146,ko05152,map04014,map04144,map04145,map04962,map05014,map05146,map05152",NA,"Ras"
"dbB|NP_001029915.1","D","60","T6",23198.676,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07887,ko:K07888,ko:K07889","ko04014,ko04144,ko04145,ko04962,ko05014,ko05146,ko05152,map04014,map04144,map04145,map04962,map05014,map05146,map05152",NA,"Ras"
"dbB|NP_001029933.1","D","28","T6",34241.613,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K12668","ko00510,ko00513,ko01100,ko04141,map00510,map00513,map01100,map04141",NA,"DAD"
"dbB|NP_001029955.1","D","02","T6",34445.57,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02912","ko03010,map03010",NA,"Ribosomal_L32e"
"dbB|NP_001029955.1","D","06","T6",26815.996,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02912","ko03010,map03010",NA,"Ribosomal_L32e"
"dbB|NP_001029955.1","D","15","T6",38263.258,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02912","ko03010,map03010",NA,"Ribosomal_L32e"
"dbB|NP_001029955.1","D","25","T6",42146.86,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02912","ko03010,map03010",NA,"Ribosomal_L32e"
"dbB|NP_001029955.1","D","29","T6",32565.379,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02912","ko03010,map03010",NA,"Ribosomal_L32e"
"dbB|NP_001029955.1","D","35","T6",27227.074,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02912","ko03010,map03010",NA,"Ribosomal_L32e"
"dbB|NP_001029955.1","D","48","T6",26563.912,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02912","ko03010,map03010",NA,"Ribosomal_L32e"
"dbB|NP_001029955.1","D","63","T6",12908.252,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02912","ko03010,map03010",NA,"Ribosomal_L32e"
"dbB|NP_001029955.1","D","76","T6",23694.162,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02912","ko03010,map03010",NA,"Ribosomal_L32e"
"dbB|NP_001030186.1","D","06","T6",14614.771,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02894","ko03010,map03010",NA,"Ribosomal_L14"
"dbB|NP_001030186.1","D","15","T6",85309.3,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02894","ko03010,map03010",NA,"Ribosomal_L14"
"dbB|NP_001030186.1","D","25","T6",13791.67,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02894","ko03010,map03010",NA,"Ribosomal_L14"
"dbB|NP_001030186.1","D","29","T6",13147.285,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02894","ko03010,map03010",NA,"Ribosomal_L14"
"dbB|NP_001030218.1","D","01","T6",52362.723,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K00799","ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418","2.5.1.18","MAPEG"
"dbB|NP_001030218.1","D","21","T6",78485.2,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K00799","ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418","2.5.1.18","MAPEG"
"dbB|NP_001030218.1","D","28","T6",35319.457,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K00799","ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418","2.5.1.18","MAPEG"
"dbB|NP_001030253.1","D","21","T6",79611.88,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07897","ko04137,ko04138,ko04140,ko04144,ko04145,ko05132,ko05146,ko05152,map04137,map04138,map04140,map04144,map04145,map05132,map05146,map05152",NA,"Ras"
"dbB|NP_001030253.1","D","28","T6",44753.844,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07897","ko04137,ko04138,ko04140,ko04144,ko04145,ko05132,ko05146,ko05152,map04137,map04138,map04140,map04144,map04145,map05132,map05146,map05152",NA,"Ras"
"dbB|NP_001030253.1","D","43","T6",87442.89,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07897","ko04137,ko04138,ko04140,ko04144,ko04145,ko05132,ko05146,ko05152,map04137,map04138,map04140,map04144,map04145,map05132,map05146,map05152",NA,"Ras"
"dbB|NP_001030253.1","D","60","T6",38949.27,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07897","ko04137,ko04138,ko04140,ko04144,ko04145,ko05132,ko05146,ko05152,map04137,map04138,map04140,map04144,map04145,map05132,map05146,map05152",NA,"Ras"
"dbB|NP_001030383.1","D","01","T6",34087.426,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02932","ko03010,map03010",NA,"Ribosomal_L18_c,Ribosomal_L5e"
"dbB|NP_001030383.1","D","02","T6",30372.938,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02932","ko03010,map03010",NA,"Ribosomal_L18_c,Ribosomal_L5e"
"dbB|NP_001030383.1","D","06","T6",23988.605,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02932","ko03010,map03010",NA,"Ribosomal_L18_c,Ribosomal_L5e"
"dbB|NP_001030383.1","D","15","T6",26174.559,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02932","ko03010,map03010",NA,"Ribosomal_L18_c,Ribosomal_L5e"
"dbB|NP_001030383.1","D","16","T6",25270.092,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02932","ko03010,map03010",NA,"Ribosomal_L18_c,Ribosomal_L5e"
"dbB|NP_001030383.1","D","29","T6",24348.639,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02932","ko03010,map03010",NA,"Ribosomal_L18_c,Ribosomal_L5e"
"dbB|NP_001030383.1","D","35","T6",33960.16,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02932","ko03010,map03010",NA,"Ribosomal_L18_c,Ribosomal_L5e"
"dbB|NP_001030383.1","D","63","T6",25319.354,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02932","ko03010,map03010",NA,"Ribosomal_L18_c,Ribosomal_L5e"
"dbB|NP_001030383.1","D","75","T6",28445.744,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K02932","ko03010,map03010",NA,"Ribosomal_L18_c,Ribosomal_L5e"
"dbB|NP_001030514.1","D","01","T6",24469.156,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus",NA,NA,NA,"Tmemb_14"
"dbB|NP_001030514.1","D","02","T6",16292.532,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus",NA,NA,NA,"Tmemb_14"
"dbB|NP_001030514.1","D","16","T6",19190.113,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus",NA,NA,NA,"Tmemb_14"
"dbB|NP_001030514.1","D","29","T6",14437.799,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus",NA,NA,NA,"Tmemb_14"
"dbB|NP_001030514.1","D","35","T6",21170.656,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus",NA,NA,NA,"Tmemb_14"
"dbB|NP_001030514.1","D","61","T6",18815.8,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus",NA,NA,NA,"Tmemb_14"
"dbB|NP_001030514.1","D","67","T6",10633.766,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus",NA,NA,NA,"Tmemb_14"
"dbB|NP_001032538.1","D","15","T6",44040.47,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K13907",NA,NA,"Cystatin"
"dbB|NP_001032546.1","D","01","T6",74531.61,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","02","T6",383906.5,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","06","T6",130957.72,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","08","T6",116686,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","15","T6",282776.62,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","16","T6",142087.64,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","21","T6",155701.98,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","25","T6",71423.38,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","28","T6",257883.72,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","29","T6",182320.73,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","35","T6",153453.34,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","43","T6",67533.42,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","48","T6",74199.41,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","51","T6",114024.5,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","55","T6",130271.34,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","59","T6",93096.59,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","60","T6",201778.9,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","61","T6",69945.766,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","63","T6",175489.08,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","67","T6",168195.72,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","75","T6",156502.92,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001032546.1","D","76","T6",155586.12,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11252","ko05034,ko05203,ko05322,map05034,map05203,map05322",NA,"Histone"
"dbB|NP_001033252.1","D","01","T6",79360.836,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07374","ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130",NA,"Tubulin,Tubulin_C"
"dbB|NP_001033252.1","D","02","T6",165111.25,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07374","ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130",NA,"Tubulin,Tubulin_C"
"dbB|NP_001033252.1","D","06","T6",127268.23,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07374","ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130",NA,"Tubulin,Tubulin_C"
"dbB|NP_001033252.1","D","08","T6",128675.39,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07374","ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130",NA,"Tubulin,Tubulin_C"
"dbB|NP_001033252.1","D","16","T6",52383.664,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07374","ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130",NA,"Tubulin,Tubulin_C"
"dbB|NP_001033252.1","D","21","T6",117446.33,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07374","ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130",NA,"Tubulin,Tubulin_C"
"dbB|NP_001033252.1","D","25","T6",67263.9,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07374","ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130",NA,"Tubulin,Tubulin_C"
"dbB|NP_001033252.1","D","28","T6",62342.156,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07374","ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130",NA,"Tubulin,Tubulin_C"
"dbB|NP_001033252.1","D","29","T6",72311.016,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07374","ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130",NA,"Tubulin,Tubulin_C"
"dbB|NP_001033252.1","D","35","T6",81207.85,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07374","ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130",NA,"Tubulin,Tubulin_C"
"dbB|NP_001033252.1","D","43","T6",39760.94,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07374","ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130",NA,"Tubulin,Tubulin_C"
"dbB|NP_001033252.1","D","48","T6",126354.05,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07374","ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130",NA,"Tubulin,Tubulin_C"
"dbB|NP_001033252.1","D","60","T6",59184.42,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07374","ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130",NA,"Tubulin,Tubulin_C"
"dbB|NP_001033252.1","D","63","T6",74978.16,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07374","ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130",NA,"Tubulin,Tubulin_C"
"dbB|NP_001033252.1","D","67","T6",16866.459,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07374","ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130",NA,"Tubulin,Tubulin_C"
"dbB|NP_001033252.1","D","75","T6",89498.2,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07374","ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130",NA,"Tubulin,Tubulin_C"
"dbB|NP_001033252.1","D","76","T6",71368.875,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K07374","ko04145,ko04210,ko04530,ko04540,ko05130,map04145,map04210,map04530,map04540,map05130",NA,"Tubulin,Tubulin_C"
"dbB|NP_001033286.1","D","01","T6",9073.138,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11251,ko:K21799","ko04217,ko05034,ko05322,map04217,map05034,map05322",NA,"Histone,Histone_H2A_C"
"dbB|NP_001033286.1","D","02","T6",2658.8284,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11251,ko:K21799","ko04217,ko05034,ko05322,map04217,map05034,map05322",NA,"Histone,Histone_H2A_C"
"dbB|NP_001033286.1","D","08","T6",6202.082,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11251,ko:K21799","ko04217,ko05034,ko05322,map04217,map05034,map05322",NA,"Histone,Histone_H2A_C"
"dbB|NP_001033286.1","D","15","T6",8139.278,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11251,ko:K21799","ko04217,ko05034,ko05322,map04217,map05034,map05322",NA,"Histone,Histone_H2A_C"
"dbB|NP_001033286.1","D","21","T6",7788.628,"Eukaryota","Animalia","Chordata","Mammalia","Artiodactyla","Bovidae","Bos","taurus","ko:K11251,ko:K21799","ko04217,ko05034,ko05322,map04217,map05034,map05322",NA,"Histone,Histone_H2A_C"
