"protein","source","animal","timepoint","intensity","tax_domain","tax_kingdom","tax_phylum","tax_class","tax_order","tax_family","tax_genus","tax_species","KEGG_ko","KEGG_Pathway","EC","PFAMs"
"dbE|jgi|Anasp1|297504|estExt_Genemark1.C_4280001","D","25","T6",178907.02,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K05692","ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418",NA,"Actin"
"dbE|jgi|Anasp1|297504|estExt_Genemark1.C_4280001","D","28","T6",259085.2,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K05692","ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418",NA,"Actin"
"dbE|jgi|Anasp1|297504|estExt_Genemark1.C_4280001","D","29","T6",359753.78,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K05692","ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418",NA,"Actin"
"dbE|jgi|Anasp1|297504|estExt_Genemark1.C_4280001","D","35","T6",236524.97,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K05692","ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418",NA,"Actin"
"dbE|jgi|Anasp1|297504|estExt_Genemark1.C_4280001","D","43","T6",149710.75,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K05692","ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418",NA,"Actin"
"dbE|jgi|Anasp1|297504|estExt_Genemark1.C_4280001","D","48","T6",132979.44,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K05692","ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418",NA,"Actin"
"dbE|jgi|Anasp1|297504|estExt_Genemark1.C_4280001","D","51","T6",67924.54,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K05692","ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418",NA,"Actin"
"dbE|jgi|Anasp1|297504|estExt_Genemark1.C_4280001","D","55","T6",124431.36,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K05692","ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418",NA,"Actin"
"dbE|jgi|Anasp1|297504|estExt_Genemark1.C_4280001","D","59","T6",293634.16,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K05692","ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418",NA,"Actin"
"dbE|jgi|Anasp1|297504|estExt_Genemark1.C_4280001","D","60","T6",114221.74,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K05692","ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418",NA,"Actin"
"dbE|jgi|Anasp1|297504|estExt_Genemark1.C_4280001","D","61","T6",173654.62,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K05692","ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418",NA,"Actin"
"dbE|jgi|Anasp1|297504|estExt_Genemark1.C_4280001","D","63","T6",292359.7,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K05692","ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418",NA,"Actin"
"dbE|jgi|Anasp1|297504|estExt_Genemark1.C_4280001","D","67","T6",191881.08,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K05692","ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418",NA,"Actin"
"dbE|jgi|Anasp1|297504|estExt_Genemark1.C_4280001","D","75","T6",149568.78,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K05692","ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418",NA,"Actin"
"dbE|jgi|Anasp1|297504|estExt_Genemark1.C_4280001","D","76","T6",18381.625,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K05692","ko04015,ko04145,ko04210,ko04390,ko04391,ko04510,ko04520,ko04530,ko04611,ko04670,ko04714,ko04745,ko04810,ko04919,ko04921,ko05100,ko05110,ko05130,ko05131,ko05132,ko05164,ko05205,ko05225,ko05410,ko05412,ko05414,ko05416,ko05418,map04015,map04145,map04210,map04390,map04391,map04510,map04520,map04530,map04611,map04670,map04714,map04745,map04810,map04919,map04921,map05100,map05110,map05130,map05131,map05132,map05164,map05205,map05225,map05410,map05412,map05414,map05416,map05418",NA,"Actin"
"dbE|jgi|Anasp1|304432|MIX5646_148_64","D","01","T6",31898.021,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus",NA,NA,NA,NA
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20","D","01","T6",69680.84,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02985","ko03010,map03010",NA,"KH_2,Ribosomal_S3_C"
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20","D","02","T6",124801.28,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02985","ko03010,map03010",NA,"KH_2,Ribosomal_S3_C"
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20","D","06","T6",88961.09,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02985","ko03010,map03010",NA,"KH_2,Ribosomal_S3_C"
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20","D","08","T6",85390.84,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02985","ko03010,map03010",NA,"KH_2,Ribosomal_S3_C"
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20","D","15","T6",157072.45,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02985","ko03010,map03010",NA,"KH_2,Ribosomal_S3_C"
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20","D","16","T6",24622.916,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02985","ko03010,map03010",NA,"KH_2,Ribosomal_S3_C"
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20","D","21","T6",41180.227,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02985","ko03010,map03010",NA,"KH_2,Ribosomal_S3_C"
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20","D","25","T6",44825.258,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02985","ko03010,map03010",NA,"KH_2,Ribosomal_S3_C"
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20","D","28","T6",40299.96,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02985","ko03010,map03010",NA,"KH_2,Ribosomal_S3_C"
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20","D","29","T6",115010.125,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02985","ko03010,map03010",NA,"KH_2,Ribosomal_S3_C"
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20","D","35","T6",55541,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02985","ko03010,map03010",NA,"KH_2,Ribosomal_S3_C"
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20","D","43","T6",50227.332,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02985","ko03010,map03010",NA,"KH_2,Ribosomal_S3_C"
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20","D","48","T6",35218.96,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02985","ko03010,map03010",NA,"KH_2,Ribosomal_S3_C"
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20","D","55","T6",49252.62,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02985","ko03010,map03010",NA,"KH_2,Ribosomal_S3_C"
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20","D","59","T6",62163.758,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02985","ko03010,map03010",NA,"KH_2,Ribosomal_S3_C"
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20","D","60","T6",40787.344,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02985","ko03010,map03010",NA,"KH_2,Ribosomal_S3_C"
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20","D","61","T6",44530.69,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02985","ko03010,map03010",NA,"KH_2,Ribosomal_S3_C"
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20","D","63","T6",44323.188,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02985","ko03010,map03010",NA,"KH_2,Ribosomal_S3_C"
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20","D","67","T6",30072.084,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02985","ko03010,map03010",NA,"KH_2,Ribosomal_S3_C"
"dbE|jgi|Anasp1|324180|fgenesh2_kg.3_#_33_#_Locus30v1rpkm5597.20","D","75","T6",34145.242,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02985","ko03010,map03010",NA,"KH_2,Ribosomal_S3_C"
"dbE|jgi|Anasp1|324251|fgenesh2_kg.4_#_40_#_Locus80v1rpkm3724.50","D","01","T6",23063.127,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02941","ko03010,map03010",NA,"Ribosomal_60s,Ribosomal_L10"
"dbE|jgi|Anasp1|324251|fgenesh2_kg.4_#_40_#_Locus80v1rpkm3724.50","D","25","T6",11607.291,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02941","ko03010,map03010",NA,"Ribosomal_60s,Ribosomal_L10"
"dbE|jgi|Anasp1|324251|fgenesh2_kg.4_#_40_#_Locus80v1rpkm3724.50","D","29","T6",29046.438,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02941","ko03010,map03010",NA,"Ribosomal_60s,Ribosomal_L10"
"dbE|jgi|Anasp1|324251|fgenesh2_kg.4_#_40_#_Locus80v1rpkm3724.50","D","63","T6",15929.213,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02941","ko03010,map03010",NA,"Ribosomal_60s,Ribosomal_L10"
"dbE|jgi|Anasp1|324251|fgenesh2_kg.4_#_40_#_Locus80v1rpkm3724.50","D","67","T6",17113.979,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02941","ko03010,map03010",NA,"Ribosomal_60s,Ribosomal_L10"
"dbE|jgi|Anasp1|324251|fgenesh2_kg.4_#_40_#_Locus80v1rpkm3724.50","D","75","T6",13337.119,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02941","ko03010,map03010",NA,"Ribosomal_60s,Ribosomal_L10"
"dbE|jgi|Anasp1|324732|fgenesh2_kg.15_#_21_#_Locus63v1rpkm4221.10","D","01","T6",22291.557,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02951","ko03010,map03010",NA,"Ribosomal_L7Ae"
"dbE|jgi|Anasp1|324732|fgenesh2_kg.15_#_21_#_Locus63v1rpkm4221.10","D","02","T6",39709.812,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02951","ko03010,map03010",NA,"Ribosomal_L7Ae"
"dbE|jgi|Anasp1|324732|fgenesh2_kg.15_#_21_#_Locus63v1rpkm4221.10","D","06","T6",41478.273,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02951","ko03010,map03010",NA,"Ribosomal_L7Ae"
"dbE|jgi|Anasp1|324732|fgenesh2_kg.15_#_21_#_Locus63v1rpkm4221.10","D","15","T6",68990.8,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02951","ko03010,map03010",NA,"Ribosomal_L7Ae"
"dbE|jgi|Anasp1|324732|fgenesh2_kg.15_#_21_#_Locus63v1rpkm4221.10","D","16","T6",32579.656,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02951","ko03010,map03010",NA,"Ribosomal_L7Ae"
"dbE|jgi|Anasp1|324732|fgenesh2_kg.15_#_21_#_Locus63v1rpkm4221.10","D","29","T6",20838.955,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02951","ko03010,map03010",NA,"Ribosomal_L7Ae"
"dbE|jgi|Anasp1|324732|fgenesh2_kg.15_#_21_#_Locus63v1rpkm4221.10","D","35","T6",36623.46,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02951","ko03010,map03010",NA,"Ribosomal_L7Ae"
"dbE|jgi|Anasp1|324732|fgenesh2_kg.15_#_21_#_Locus63v1rpkm4221.10","D","63","T6",12528.897,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02951","ko03010,map03010",NA,"Ribosomal_L7Ae"
"dbE|jgi|Anasp1|324961|fgenesh2_kg.21_#_17_#_Locus8726v1rpkm1.60","D","08","T6",32063.023,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K01673","ko00910,map00910","4.2.1.1","Pro_CA"
"dbE|jgi|Anasp1|324961|fgenesh2_kg.21_#_17_#_Locus8726v1rpkm1.60","D","16","T6",38929.953,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K01673","ko00910,map00910","4.2.1.1","Pro_CA"
"dbE|jgi|Anasp1|324961|fgenesh2_kg.21_#_17_#_Locus8726v1rpkm1.60","D","29","T6",48344.438,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K01673","ko00910,map00910","4.2.1.1","Pro_CA"
"dbE|jgi|Anasp1|324961|fgenesh2_kg.21_#_17_#_Locus8726v1rpkm1.60","D","35","T6",27075.037,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K01673","ko00910,map00910","4.2.1.1","Pro_CA"
"dbE|jgi|Anasp1|324961|fgenesh2_kg.21_#_17_#_Locus8726v1rpkm1.60","D","51","T6",45110.332,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K01673","ko00910,map00910","4.2.1.1","Pro_CA"
"dbE|jgi|Anasp1|324961|fgenesh2_kg.21_#_17_#_Locus8726v1rpkm1.60","D","55","T6",24545.14,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K01673","ko00910,map00910","4.2.1.1","Pro_CA"
"dbE|jgi|Anasp1|324961|fgenesh2_kg.21_#_17_#_Locus8726v1rpkm1.60","D","59","T6",39118.527,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K01673","ko00910,map00910","4.2.1.1","Pro_CA"
"dbE|jgi|Anasp1|324961|fgenesh2_kg.21_#_17_#_Locus8726v1rpkm1.60","D","63","T6",15881.511,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K01673","ko00910,map00910","4.2.1.1","Pro_CA"
"dbE|jgi|Anasp1|325805|fgenesh2_kg.47_#_21_#_Locus1870v1rpkm34.18","D","01","T6",21340.584,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K00053","ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230","1.1.1.86","IlvC,IlvN"
"dbE|jgi|Anasp1|325805|fgenesh2_kg.47_#_21_#_Locus1870v1rpkm34.18","D","43","T6",32403.512,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K00053","ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230","1.1.1.86","IlvC,IlvN"
"dbE|jgi|Anasp1|325805|fgenesh2_kg.47_#_21_#_Locus1870v1rpkm34.18","D","60","T6",23740.008,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K00053","ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00290,map00770,map01100,map01110,map01130,map01210,map01230","1.1.1.86","IlvC,IlvN"
"dbE|jgi|Anasp1|325877|fgenesh2_kg.50_#_12_#_Locus39v1rpkm5121.19","D","01","T6",21971.715,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus","ko:K02917","ko03010,map03010",NA,"Ribosomal_L35Ae"
"dbE|jgi|Anasp1|326327|fgenesh2_kg.70_#_18_#_Locus760v1rpkm130.38","D","06","T6",20489,"Eukaryota","Fungi","Neocallimastigomycota","Neocallimastigomycetes","Neocallimastigales","Neocallimastigaceae","Anaeromyces","robustus",NA,NA,NA,"Ldh_1_C,Ldh_1_N"
